NOMFASE;NUMRODADA;NOMSELECAO;NOMJOGADOR;NOMPOSICAO;NUMCAMISA;INDTITULARIDADE
FASE DE GRUPO;3ª RODADA;FRANÇA;COMAN;ATA;20;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;GIROUD;ATA;9;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;THURAM;ATA;26;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;MBAPPÉ;ATA;10;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;MANDANDA;GOL;16;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;AREOLA;GOL;23;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;DISASI;ZAD;3;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;VARANE;ZAD;4;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;SALIBA;ZAD;17;RESERVA
FASE DE GRUPO;3ª RODADA;FRANÇA;GUENDOUZI;VOL;6;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;VERETOUT;VOL;15;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;CAMAVINGA;VOL;25;TITULAR
FASE DE GRUPO;3ª RODADA;FRANÇA;KOLO MUANI;ATA;12;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;SCHMEICHEL;GOL;1;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;ANDERSEN;ZAD;2;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;KJAER;ZAG;4;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;JENSEN;VOL;7;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;ANDREAS CHRISTENSEN;ZAE;6;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;KRISTENSEN;LAD;13;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;HÖJBJERG;VOL;23;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;DELANEY;VOL;8;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;DAMSGAARD;MEC;14;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;ERIKSEN;MEC;10;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;MAEHLE;LAE;5;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;SKOV OLSEN;ATA;11;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;LINDSTRÖM;MEC;25;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;DOLBERG;ATA;12;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;CORNELIUS;ATA;21;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;OLIVER CHRISTENSEN;GOL;16;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;RÖNNOW;GOL;22;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;STRYGER LARSEN;LAD;17;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;BAH;LAD;26;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;NELSSON;ZAD;3;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;NÖRGAARD;VOL;15;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;WASS;VOL;18;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;SKOV;MEC;24;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;BRAITHWAITE;ATA;9;TITULAR
FASE DE GRUPO;3ª RODADA;DINAMARCA;WIND;ATA;19;RESERVA
FASE DE GRUPO;3ª RODADA;DINAMARCA;POULSEN;ATA;20;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;MAT RYAN;GOL;1;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;ATKINSON;LAD;3;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;DEGENEK;ZAD;2;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;SOUTTAR;ZAD;19;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;ROWLES;ZAE;4;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;BEHICH;LAE;16;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;MOOY;VOL;13;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;MCGREE;VOL;14;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;MABIL;MEC;11;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;IRVINE;VOL;22;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;BACCUS;VOL;26;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;GOODWIN;MEC;23;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;KUOL;ATA;21;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;LECKIE;ATA;7;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;DUKE;ATA;15;TITULAR
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;CUMMINGS;ATA;25;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;REDMAYNE;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;VUKOVIC;GOL;18;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;KARACIC;LAD;5;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;DENG;ZAD;20;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;KING;LAE;24;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;DEVLIN;VOL;17;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;TILIO;MEC;6;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;HRUSTIC;MEC;10;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;MACLAREN;ATA;9;RESERVA
FASE DE GRUPO;3ª RODADA;AUSTRÁLIA;WRIGHT;ZAD;8;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;NEUER;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;SÜLE;LAD;15;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;RÜDIGER;ZAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;SCHLOTTERBECK;ZAE;23;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;RAUM;LAE;3;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;KIMMICH;VOL;6;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;GÜNDOGAN;VOL;21;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;GORETZKA;VOL;8;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;MUSIALA;MEC;14;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;GÖTZE;MEC;11;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;GNABRY;ATA;10;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;MOUKOKO;ATA;26;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;THOMAS MÜLLER;ATA;13;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;HOFMANN;MEC;18;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;HAVERTZ;ATA;7;TITULAR
FASE DE GRUPO;1ª RODADA;ALEMANHA;FÜLLKRUG;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;TRAPP;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;TER STEGEN;GOL;22;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;GINTER;ZAD;4;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;KEHRER;ZAD;5;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;KLOSTERMANN;ZAD;16;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;BELLA-KOTCHAP;ZAD;25;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;GÜNTER;LAE;20;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;BRANDT;MEC;17;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;SANÉ;MEC;19;RESERVA
FASE DE GRUPO;1ª RODADA;ALEMANHA;ADEYEMI;ATA;24;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;GONDA;GOL;12;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;SAKAI;LAD;19;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;MINAMINO;ATA;10;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;YOSHIDA;ZAD;22;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;ITAKURA;ZAE;4;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;NAGATOMO;LAE;5;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;MITOMA;MEC;9;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;TANAKA;VOL;17;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;DOAN;ATA;8;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;ENDO;VOL;6;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;KUBO;MEC;11;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;TOMIYASU;LAD;16;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;KAMADA;MEC;15;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;JUNYA ITO;ATA;14;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;MAEDA;ATA;25;TITULAR
FASE DE GRUPO;1ª RODADA;JAPÃO;ASANO;ATA;18;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;KAWASHIMA;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;SCHMIDT;GOL;23;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;YAMANE;LAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;TANIGUCHI;ZAD;3;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;HIROKI ITO;ZAE;26;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;SHIBASAKI;VOL;7;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;MORITA;VOL;13;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;SOMA;MEC;24;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;MACHINO;ATA;20;RESERVA
FASE DE GRUPO;1ª RODADA;JAPÃO;UEDA;ATA;21;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;UNAI SIMÓN;GOL;23;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;AZPILICUETA;LAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;BUSQUETS;ZAD;5;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;KOKE;VOL;8;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;LAPORTE;ZAE;24;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;ALBA;LAE;18;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;ÁLEX BALDE;LAE;14;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;PEDRI;VOL;26;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;SOLER;VOL;19;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;RODRI;VOL;16;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;GAVI;MEC;9;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;FERRÁN TORRES;ATA;11;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;MORATA;ATA;7;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;DANI OLMO;ATA;21;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;ASENSIO;ATA;10;TITULAR
FASE DE GRUPO;1ª RODADA;ESPANHA;NICO WILLIAMS;ATA;12;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;ROBERT SÁNCHEZ;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;RAYA;GOL;13;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;CARVAJAL;LAD;20;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;ERIC GARCÍA;ZAD;3;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;PAU TORRES;ZAE;4;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;LLORENTE;VOL;6;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;GUILLAMÓN;VOL;15;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;YÉREMY PINO;ATA;17;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;SARABIA;ATA;22;RESERVA
FASE DE GRUPO;1ª RODADA;ESPANHA;ANSU FATI;ATA;25;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;KEYLOR NAVAS;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;CARLOS MARTÍNEZ;LAD;16;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;WASTON;ZAD;19;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;FULLER;ZAD;4;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;ÓSCAR DUARTE;ZAD;6;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;CALVO;ZAE;15;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;OVIEDO;LAE;8;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;MATARRITA;LAE;22;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;TEJEDA;VOL;17;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;CELSO BORGES;VOL;5;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;AGUILERA;MEC;20;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;BENNETTE;MEC;9;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;BRYAN RUÍZ;MEC;10;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;CAMPBELL;MEC;12;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;CONTRERAS;ATA;7;TITULAR
FASE DE GRUPO;1ª RODADA;COSTA RICA;ZAMORA;MEC;26;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;ALVARADO;GOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;SEQUEIRA;GOL;23;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;VARGAS;ZAE;3;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;CHACÓN;VOL;2;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;SALAS;VOL;14;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;DOUGLAS LÓPEZ;VOL;21;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;ROAN WILSON;VOL;24;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;GERSON TORRES;MEC;13;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;VENEGAS;ATA;11;RESERVA
FASE DE GRUPO;1ª RODADA;COSTA RICA;ANTHONY HERNÁNDEZ;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;GONDA;GOL;12;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;SAKAI;LAD;19;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;MINAMINO;ATA;10;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;YOSHIDA;ZAD;22;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;ITAKURA;ZAE;4;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;NAGATOMO;LAE;5;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;MITOMA;MEC;9;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;TANAKA;VOL;17;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;DOAN;ATA;8;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;ENDO;VOL;6;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;KUBO;MEC;11;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;TOMIYASU;LAD;16;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;KAMADA;MEC;15;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;JUNYA ITO;ATA;14;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;MAEDA;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;ASANO;ATA;18;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;KAWASHIMA;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;SCHMIDT;GOL;23;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;YAMANE;LAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;TANIGUCHI;ZAD;3;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;HIROKI ITO;ZAE;26;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;SHIBASAKI;VOL;7;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;MORITA;VOL;13;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;SOMA;MEC;24;TITULAR
FASE DE GRUPO;2ª RODADA;JAPÃO;MACHINO;ATA;20;RESERVA
FASE DE GRUPO;2ª RODADA;JAPÃO;UEDA;ATA;21;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;KEYLOR NAVAS;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;CARLOS MARTÍNEZ;LAD;16;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;WASTON;ZAD;19;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;FULLER;ZAD;4;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;ÓSCAR DUARTE;ZAD;6;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;CALVO;ZAE;15;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;OVIEDO;LAE;8;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;MATARRITA;LAE;22;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;TEJEDA;VOL;17;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;CELSO BORGES;VOL;5;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;AGUILERA;MEC;20;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;BENNETTE;MEC;9;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;BRYAN RUÍZ;MEC;10;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;CAMPBELL;MEC;12;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;CONTRERAS;ATA;7;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;ZAMORA;MEC;26;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;ALVARADO;GOL;18;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;SEQUEIRA;GOL;23;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;VARGAS;ZAE;3;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;CHACÓN;VOL;2;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;SALAS;VOL;14;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;DOUGLAS LÓPEZ;VOL;21;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;ROAN WILSON;VOL;24;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;GERSON TORRES;MEC;13;TITULAR
FASE DE GRUPO;2ª RODADA;COSTA RICA;VENEGAS;ATA;11;RESERVA
FASE DE GRUPO;2ª RODADA;COSTA RICA;ANTHONY HERNÁNDEZ;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;NEUER;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;SÜLE;LAD;15;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;RÜDIGER;ZAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;SCHLOTTERBECK;ZAE;23;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;RAUM;LAE;3;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;KIMMICH;VOL;6;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;GÜNDOGAN;VOL;21;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;GORETZKA;VOL;8;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;MUSIALA;MEC;14;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;GÖTZE;MEC;11;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;GNABRY;ATA;10;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;MOUKOKO;ATA;26;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;THOMAS MÜLLER;ATA;13;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;HOFMANN;MEC;18;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;HAVERTZ;ATA;7;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;FÜLLKRUG;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;TRAPP;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;TER STEGEN;GOL;22;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;GINTER;ZAD;4;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;KEHRER;ZAD;5;TITULAR
FASE DE GRUPO;2ª RODADA;ALEMANHA;KLOSTERMANN;ZAD;16;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;BELLA-KOTCHAP;ZAD;25;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;GÜNTER;LAE;20;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;BRANDT;MEC;17;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;SANÉ;MEC;19;RESERVA
FASE DE GRUPO;2ª RODADA;ALEMANHA;ADEYEMI;ATA;24;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;UNAI SIMÓN;GOL;23;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;AZPILICUETA;LAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;BUSQUETS;ZAD;5;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;KOKE;VOL;8;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;LAPORTE;ZAE;24;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;ALBA;LAE;18;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;ÁLEX BALDE;LAE;14;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;PEDRI;VOL;26;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;SOLER;VOL;19;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;RODRI;VOL;16;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;GAVI;MEC;9;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;FERRÁN TORRES;ATA;11;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;MORATA;ATA;7;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;DANI OLMO;ATA;21;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;ASENSIO;ATA;10;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;NICO WILLIAMS;ATA;12;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;ROBERT SÁNCHEZ;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;RAYA;GOL;13;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;CARVAJAL;LAD;20;TITULAR
FASE DE GRUPO;2ª RODADA;ESPANHA;ERIC GARCÍA;ZAD;3;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;PAU TORRES;ZAE;4;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;LLORENTE;VOL;6;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;GUILLAMÓN;VOL;15;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;YÉREMY PINO;ATA;17;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;SARABIA;ATA;22;RESERVA
FASE DE GRUPO;2ª RODADA;ESPANHA;ANSU FATI;ATA;25;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;GONDA;GOL;12;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;SAKAI;LAD;19;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;MINAMINO;ATA;10;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;YOSHIDA;ZAD;22;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;ITAKURA;ZAE;4;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;NAGATOMO;LAE;5;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;MITOMA;MEC;9;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;TANAKA;VOL;17;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;DOAN;ATA;8;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;ENDO;VOL;6;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;KUBO;MEC;11;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;TOMIYASU;LAD;16;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;KAMADA;MEC;15;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;JUNYA ITO;ATA;14;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;MAEDA;ATA;25;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;ASANO;ATA;18;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;KAWASHIMA;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;SCHMIDT;GOL;23;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;YAMANE;LAD;2;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;TANIGUCHI;ZAD;3;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;HIROKI ITO;ZAE;26;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;SHIBASAKI;VOL;7;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;MORITA;VOL;13;TITULAR
FASE DE GRUPO;3ª RODADA;JAPÃO;SOMA;MEC;24;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;MACHINO;ATA;20;RESERVA
FASE DE GRUPO;3ª RODADA;JAPÃO;UEDA;ATA;21;RESERVA
